x,y
2.89500357839279,-5.24419579144738
-0.258565263589844,-18.4168804754458
3.63754860078916,3.85403974258586
4.08286922657862,19.6702486276744
-1.12274772184901,-80.8443862807477
4.16731340880506,23.7372424364556
1.47764906450175,4.9025387129999
-0.464427524944767,-29.1793761734422
1.21170696569607,6.58122927371785
-1.79072738438845,-165.576315128564
1.30128111457452,6.11722384217728
-1.02950384514406,-71.759346872279
3.72484183893539,6.21197905753671
3.28040128364228,-2.74081754093167
4.21224793908186,26.0981276259474
2.24362927279435,-2.31250622139566
1.77014223835431,2.29466403303942
-0.677888255333528,-42.8536485423346
1.33953100629151,5.93405060087811
-0.554513466544449,-34.626005611965
-0.507140828296542,-31.6761926454059
0.0661673964932561,-5.86448032737032
3.72926964401267,6.38030883680562
1.24768762267195,6.37345711880289
2.21189961535856,-2.02093410524195
1.34842473291792,5.85440515023422
-0.357918821042404,-23.3176672681557
1.06883627385832,6.93991508237301
-0.872723998501897,-57.8806740935923
-1.4403461785987,-116.662226350507
-0.501736338948831,-31.3560451713357
2.42172251828015,-3.73613712024774
3.63896993268281,3.93581299068019
3.92445879126899,12.9941236588541
3.22229916090146,-3.39330707559314
1.27461467799731,6.25124201098711
3.2755103064701,-2.8506440078757
-0.0507720827590674,-9.79173527785518
3.47931411047466,0.355096617802829
4.52782366727479,45.7067391254357
1.5713162838947,4.1605718691726
-0.649844239233062,-40.9393305327815
-0.885695864912122,-58.9665745936505
2.26563483430073,-2.50556018937672
4.8565455803182,72.8276274677572
1.1105709518306,6.87442126482892
1.8409644830972,1.59066734030501
1.38050981541164,5.62871523747335
2.30383877828717,-2.8445930457422
1.11883846134879,6.89532061640304
-0.681721583940089,-43.1131148051216
-1.84714547847398,-174.472074837018
4.27352533489466,29.4467007949693
4.28110507573001,29.8920463719484
4.55100118438713,47.3781841259448
1.7038701782003,2.97965584644678
1.21629854757339,6.53194394650669
-0.111452503595501,-12.1059087701565
0.10362708568573,-4.69655395415276
2.38828458706848,-3.51438934890464
3.04348355229013,-4.80800038935772
4.05650624190457,18.4302266377403
2.8750289613381,-5.30650570599888
1.2519231014885,6.37761958987052
2.15295080398209,-1.49393395916261
1.77012356393971,2.31133275419778
-1.50042649358511,-124.291092807027
-0.543002352351323,-33.8866984054633
1.89430376794189,1.05340903244387
1.7230254157912,2.75749337364155
1.70174783864059,2.9543129801232
