x,y,cls
-0.112310917039339,0.202381606443358,1
0.412711375631229,0.450172296906006,1
0.00544753876695922,0.578177859470868,1
0.612278095116584,0.299970120367616,1
0.0683472079673695,0.421216536943642,1
0.357326406659737,0.635305318231404,1
0.045677137275546,0.671947837615422,1
0.268699562675039,0.474123362409951,1
-0.000915443169448957,0.366257274512412,1
0.183825219684837,0.668671707095073,1
0.0997638980786322,0.416165249328787,1
-0.170098622760505,0.521721515598125,1
0.622766957720254,0.306353772694874,1
0.178760735503772,0.567831970620428,1
0.112855753350198,0.823433964434593,1
-0.102978528397766,0.68474334897007,1
0.0951901856794554,0.476879447030892,1
0.0567008237520124,0.462050328957297,1
-0.0516292942491568,0.720920865744904,1
0.2465527882054,0.547610543606508,1
0.279809507486308,0.354208898529947,1
-0.15991444748206,0.821096062496457,1
0.0286185490733908,0.174717523155841,1
-0.299719392693123,0.709764299004635,1
0.100611637396974,0.366502612591812,1
0.33925242301131,0.00100249222984833,1
0.48797169801896,0.291483466435688,1
0.0309676808840638,0.518161597277077,1
-0.0575202890497768,0.347062823107041,1
-0.124826562471218,0.363276708455515,1
0.143719032436543,0.638462490456114,1
0.0943333044803356,0.512372311804231,1
0.171078271601121,-0.0707788636530977,1
0.589376422159024,0.431655094583147,1
-0.00330896133013343,0.602400805419324,1
0.482743437468351,0.501210486804578,1
0.210611389186175,0.969717057802031,1
0.175012927794648,0.532908687194682,1
-0.113225340129824,0.109631886146534,1
0.101358234599312,0.489999969782678,1
0.232478782537688,0.516463064185391,1
-0.0416445552321999,0.0323493789842281,1
0.220793736763313,0.63049916689381,1
-0.0961947942793361,0.231404024964844,1
0.175608390738387,0.589679672881293,1
-0.0479858750343038,0.566266153711927,1
0.361513942834627,0.679154518580292,1
0.205622754810786,0.647651456968885,1
-0.0566091750848552,0.662968799687235,1
0.00431463244489509,0.713767251317588,1
0.00719666609369528,1.03858165167101,1
0.379920329051192,0.333307476947832,1
0.261237205148542,0.544732857179122,1
0.225026736965179,0.303445110461155,1
0.0792594389954738,0.563442820475748,1
0.245858795299715,0.440282082917563,1
-0.180619499651479,0.746891081533262,1
0.287959971765562,0.756564808734785,1
0.450447724334544,0.480318345525404,1
0.0596624191456749,0.67333210619191,1
0.0986668768600193,0.37062041607032,1
0.350496378476911,0.540824484811973,1
0.0261667596327218,0.662691758630026,1
0.148756031767337,0.449938267875722,1
0.386315991127154,0.33637792349723,1
-0.0611967324360196,0.251697448522152,1
-0.0806896565348218,0.47413418248667,1
0.29539289920461,0.460530986149885,1
0.189902970760638,0.510831263366969,1
0.0910322973604136,0.360784973823654,1
0.277508389294867,0.627268443574679,1
0.356193069204668,0.499754440360084,1
-0.0521215549945558,0.551788755728115,1
-0.111523627055923,0.418156240662702,1
0.0864967233280636,0.624320955849605,1
0.144490837741991,0.301290964523747,1
-0.269390713056299,0.675670674701489,1
0.0314884990528081,0.331469137616964,1
0.193442348893342,0.555791724199004,1
0.130111960325735,0.531719173247488,1
0.164795010124598,0.510401870853349,1
0.149009502848736,0.499652785048487,1
-0.235069985432259,0.721939318383357,1
-0.291298681895203,0.510184840647326,1
0.300051671781221,0.532354538207277,1
-0.249742900485358,0.327860806973363,1
0.157485682930011,0.648505609534675,1
-0.199126895810113,0.675585609964657,1
-0.00301616379951049,0.456170062058453,1
0.0579134863620128,0.0163773950823125,1
0.151341298462989,0.306966240423674,1
0.201542172289167,0.911501315677495,1
0.256474971908942,0.733014257504851,1
0.0842856710211298,0.930145669373598,1
0.0374929487810753,0.74696606333366,1
-0.0888856425195425,0.215006564611931,1
0.166328516165899,0.967198326510488,1
-0.138044565081014,0.58260528062467,1
0.376364171703071,0.226135914974109,1
0.142048990329399,0.479102010568967,1
-0.178814462183714,0.309036970731865,1
0.0909004676380333,0.453953941136554,1
0.3140450106218,0.207973033099501,1
0.0280251816987529,0.534420443044285,1
0.0378540707770976,0.534908831033628,1
-0.207703214185935,0.572804809558006,1
0.030009575218277,0.721017375265254,1
0.0622020125042889,0.382764421235224,1
-0.0547247596337374,0.651374305087785,1
0.439252398476231,0.787652544380527,1
0.225499286360065,0.716320612622251,1
0.0932032644737368,0.581471261045611,1
0.101066092035916,0.708873334314889,1
0.171972738293918,0.436846753876666,1
-0.072590129005739,0.594945447699625,1
-0.0149902026526081,0.311321628847474,1
0.386566638549424,0.538936239634986,1
0.0927671609509384,0.372798904900134,1
0.121613880666122,0.0205666646903993,1
-0.3373913456561,0.827508540527149,1
0.237096301641056,0.0947798414581769,1
0.0646270754159978,0.364939181344559,1
-0.314156285115167,0.440185370157854,1
-0.0773431779546926,0.557070252794794,1
-0.451909045607557,0.593741499137512,1
-0.0113739189580653,0.905762365380224,1
0.0744282426861286,0.810866108622393,1
0.073405460274146,0.145083847059984,1
-0.167722581804645,0.531898645087541,1
0.138256829186194,0.829871257031599,1
0.270532435243439,0.434636216369055,1
0.360272056043215,0.852309554350943,1
0.103379686050473,0.659709401755576,1
0.153891867163396,0.353191576149343,1
0.148735718054283,0.27939580263268,1
-0.0805807101958931,0.528891008949283,1
-0.0854575610924207,0.0862475673233548,1
0.041604938884731,0.398951065295293,1
0.154757921815313,0.402850303262642,1
-0.291901040928781,0.198494026387732,1
0.0868383680475072,0.531569944461925,1
0.336663922823095,0.00300372466174958,1
-0.0467075781738212,0.447671898781014,1
0.061413191182124,0.73200726388986,1
-0.236748577381395,0.483041265361015,1
0.328881128501547,0.777784043696101,1
-0.231273074491498,0.404933107806707,1
-0.26831468384253,0.633978928032234,1
0.216158843714521,0.533370388077376,1
-0.0270083702715044,0.476643146958177,1
-0.00564070271310313,0.847433158510608,1
-0.100540315957366,0.311880986512206,1
0.0835740941084989,0.366546341516383,1
0.0055934464841251,0.872260527415031,1
0.285361610960604,0.301322452790059,1
0.0876438287081793,0.583933127199541,1
-0.234441837092716,0.74153588461726,1
0.0829419322128201,0.743598497121356,1
0.318523783295389,0.578846127962531,1
0.00956412342223063,0.657467558713256,1
-0.107714419969613,0.991597055032018,1
-0.0809860241860161,0.626160271834108,1
